Employee_Name,EmpID,GenderID,EmpStatusID,DeptID,PerfScoreID,FromDiversityJobFairID,Salary,Termd,PositionID,Position,State,DOB,Gender,CitizenDesc,ATSI,DateofHire,DateofTermination,TermReason,EmploymentStatus,Department,ManagerName,ManagerID,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,DaysLateLast30,Absences,Employment Type
"Owad, Clinton",10281,1,1,5,2,0,53060,0,19,Production Technician I,QLD,24/11/1984,Male,Citizen,No,17/02/2019,,N/A-StillEmployed,Active,Production       ,Michael Albert,22,LinkedIn,Needs Improvement,4.25,3,0,4,6,Full-Time
"Ozark, Travis",10041,1,1,6,3,0,68829,0,3,Area Sales Manager,NSW,19/05/1987,Male,Citizen,No,5/01/2020,,N/A-StillEmployed,Active,Sales,John Smith,17,Website,Fully Meets,5,5,0,0,18,Full-Time
"Panjwani, Nina",10148,0,5,5,3,0,63515,1,19,Production Technician I,QLD,1/05/1984,Female,Citizen,No,7/02/2016,12/01/2019,Another position,Voluntarily Terminated,Production       ,Elijiah Gray,16,Google Search,Fully Meets,3.89,4,0,0,7,Full-Time
"Patronick, Lucas",10005,1,5,4,4,1,108987,1,24,Software Engineer,QLD,20/02/1984,Male,Citizen,No,7/11/2016,7/09/2020,Another position,Voluntarily Terminated,Software Engineering,Alex Sweetwater,10,Diversity Job Fair,Exceeds,5,5,3,0,13,Full-Time
"Pearson, Randall",10259,1,5,3,3,0,93093,1,9,Data Analyst,QLD,5/09/1989,Male,Citizen,No,1/12/2019,1/05/2021,performance,Voluntarily Terminated,IT/IS,Simon Roup,4,Employee Referral,Fully Meets,4.7,4,5,0,19,Full-Time
"Smith, Martin",10286,1,5,5,2,0,53564,1,19,Production Technician I,QLD,17/03/1993,Male,Citizen,No,10/01/2016,28/12/2022,career change,Voluntarily Terminated,Production       ,Webster Butler,39,Google Search,Needs Improvement,3.54,5,0,4,15,Full-Time
"Pelletier, Ermine",10297,0,5,5,2,0,60270,1,20,Production Technician II,QLD,18/07/1994,Female,Citizen,No,5/07/2016,15/09/2020,unhappy,Voluntarily Terminated,Production       ,Amy Dunn,11,CareerBuilder,Needs Improvement,2.4,5,0,5,2,Full-Time
"Perry, Shakira",10171,0,5,5,3,0,45998,1,19,Production Technician I,QLD,20/07/1991,Female,Citizen,No,16/05/2016,25/10/2020,medical issues,Voluntarily Terminated,Production       ,Amy Dunn,11,LinkedIn,Fully Meets,3.45,4,0,0,5,Full-Time
"Peters, Lauren",10032,0,5,5,4,0,57954,1,20,Production Technician II,QLD,17/08/1991,Female,Citizen,No,16/05/2016,4/02/2018,more money,Voluntarily Terminated,Production       ,Ketsia Liebig,19,Indeed,Exceeds,4.2,5,0,0,12,Full-Time
"Peterson, Ebonee  ",10130,0,5,5,3,0,74669,1,18,Production Manager,QLD,9/05/1982,Female,Citizen,No,25/10/2015,18/05/2021,Another position,Voluntarily Terminated,Production       ,Janet King,2,Indeed,Fully Meets,4.16,5,0,0,6,Full-Time
"Petingill, Shana  ",10217,0,1,5,3,0,74226,0,20,Production Technician II,QLD,10/03/1984,Female,Permanent Resident,No,2/04/2017,,N/A-StillEmployed,Active,Production       ,Brannon Miller,12,LinkedIn,Fully Meets,4.3,3,0,0,14,Full-Time
"Petrowsky, Thelma",10016,0,1,3,4,0,93554,0,9,Data Analyst,QLD,16/09/1989,Female,Citizen,No,10/11/2019,,N/A-StillEmployed,Active,IT/IS,Simon Roup,4,Employee Referral,Exceeds,4.6,5,7,0,16,Part-Time
"Pham, Hong",10050,1,5,5,3,0,64724,1,19,Production Technician I,QLD,6/03/1993,Male,Citizen,No,5/07/2016,30/11/2017,more money,Voluntarily Terminated,Production       ,Brannon Miller,12,Google Search,Fully Meets,5,3,0,0,13,Full-Time
"Pitt, Brad ",10164,1,1,5,3,0,47001,0,19,Production Technician I,QLD,23/11/1986,Male,Citizen,No,5/11/2012,,N/A-StillEmployed,Active,Production       ,David Stanley,14,Google Search,Fully Meets,3.66,3,0,0,15,Full-Time
"Potts, Xana",10124,0,1,6,3,0,61844,0,3,Area Sales Manager,NSW,29/08/1993,Female,Citizen,No,9/01/2017,,N/A-StillEmployed,Active,Sales,Lynn Daneault,21,Website,Fully Meets,4.2,5,0,0,9,Full-Time
"Power, Morissa",10187,0,5,5,3,0,46799,1,19,Production Technician I,QLD,15/10/1989,Female,Permanent Resident,No,16/05/2016,4/06/2023,Another position,Voluntarily Terminated,Production       ,Kissy Sullivan,20,Google Search,Fully Meets,3.17,4,0,0,14,Full-Time
"Punjabhi, Louis  ",10225,1,1,5,3,0,59472,0,19,Production Technician I,QLD,19/06/1966,Male,Citizen,No,6/01/2019,,N/A-StillEmployed,Active,Production       ,Kelley Spirea,18,Employee Referral,Fully Meets,4.8,3,0,0,14,Full-Time
"Purinton, Janine",10262,0,5,5,3,0,46430,1,19,Production Technician I,QLD,22/09/1975,Female,Citizen,No,24/09/2017,18/06/2018,unhappy,Voluntarily Terminated,Production       ,Kissy Sullivan,20,Indeed,Fully Meets,4.5,5,0,0,16,Full-Time
"Quinn, Sean",10131,1,5,1,3,1,83363,1,23,Software Engineer,QLD,6/11/1989,Male,Permanent Resident,No,21/02/2016,15/08/2020,career change,Voluntarily Terminated,Software Engineering,Janet King,2,Diversity Job Fair,Fully Meets,4.15,4,0,0,4,Full-Time
"Rachael, Maggie",10239,0,1,3,3,0,95920,0,4,BI Developer,QLD,12/05/1985,Female,Citizen,No,2/10/2021,,N/A-StillEmployed,Active,IT/IS,Brian Champaigne,13,Indeed,Fully Meets,4.4,4,6,0,10,Fixed Term Full-Time
"Rarrick, Quinn",10152,1,5,5,3,0,61729,1,19,Production Technician I,QLD,31/12/1989,Male,Citizen,No,26/09/2016,7/04/2023,more money,Voluntarily Terminated,Production       ,Michael Albert,22,Indeed,Fully Meets,3.8,5,0,0,19,Full-Time
"Ren, Kylo",10140,1,1,6,3,0,61809,0,3,Area Sales Manager,NSW,12/10/1959,Male,Citizen,No,12/05/2019,,N/A-StillEmployed,Active,Sales,John Smith,17,CareerBuilder,Fully Meets,3.98,3,0,0,4,Full-Time
"Rhoads, Thomas",10058,1,5,5,3,0,45115,1,19,Production Technician I,QLD,22/07/1987,Male,Citizen,Yes,16/05/2016,15/01/2021,retiring,Voluntarily Terminated,Production       ,Elijiah Gray,16,LinkedIn,Fully Meets,5,4,0,0,11,Full-Time
"Rivera, Haley  ",10011,0,1,5,4,0,46738,0,19,Production Technician I,QLD,12/01/1978,Female,Citizen,No,28/11/2016,,N/A-StillEmployed,Active,Production       ,Webster Butler,,Google Search,Exceeds,4.36,5,0,0,16,Full-Time
"Roberson, May",10230,0,5,5,3,0,64971,1,20,Production Technician II,QLD,5/09/1986,Female,Permanent Resident,No,26/09/2016,22/10/2016,return to school,Voluntarily Terminated,Production       ,David Stanley,14,Google Search,Fully Meets,4.5,4,0,0,10,Full-Time
"Robertson, Peter",10224,1,5,5,3,0,55578,1,20,Production Technician II,QLD,3/07/1977,Male,Citizen,No,5/07/2016,8/02/2017,Another position,Voluntarily Terminated,Production       ,Kissy Sullivan,20,Indeed,Fully Meets,4.2,5,0,0,13,Full-Time
"Robinson, Alain  ",10047,1,5,5,3,0,50428,1,19,Production Technician I,QLD,7/01/1979,Male,Citizen,No,10/01/2016,26/01/2021,attendance,Voluntarily Terminated,Production       ,Amy Dunn,11,Indeed,Fully Meets,5,3,0,0,11,Part-Time
"Robinson, Cherly",10285,0,4,5,2,0,61422,1,19,Production Technician I,QLD,7/01/1990,Female,Citizen,No,10/01/2016,17/05/2021,attendance,Terminated for Cause,Production       ,Ketsia Liebig,19,Indeed,Needs Improvement,3.6,3,0,4,16,Part-Time
"Robinson, Elias",10020,1,1,5,4,0,63353,0,19,Production Technician I,QLD,28/01/1990,Male,Citizen,No,8/07/2018,,N/A-StillEmployed,Active,Production       ,Brannon Miller,12,Employee Referral,Exceeds,3.6,5,0,0,4,Part-Time
"Roby, Lori ",10162,0,1,3,3,0,89883,0,9,Data Analyst,QLD,11/10/1986,Female,Citizen,No,16/02/2020,,N/A-StillEmployed,Active,IT/IS,Simon Roup,4,Employee Referral,Fully Meets,3.69,5,6,0,15,Full-Time
"Roehrich, Bianca",10149,0,5,3,3,0,120000,1,29,Principal Data Architect,QLD,27/05/1978,Female,Citizen,Yes,5/01/2020,10/11/2023,Another position,Voluntarily Terminated,IT/IS,Simon Roup,4,LinkedIn,Fully Meets,3.88,3,7,0,12,Full-Time
"Roper, Katie",10086,0,1,3,3,0,150290,0,7,Data Architect,QLD,21/11/1977,Female,Citizen,No,7/01/2022,,N/A-StillEmployed,Active,IT/IS,Brian Champaigne,13,Indeed,Fully Meets,4.94,3,5,0,17,Full-Time
"Rose, Ashley  ",10054,0,1,5,3,0,60627,0,19,Production Technician I,QLD,5/12/1979,Female,Citizen,No,6/01/2019,,N/A-StillEmployed,Active,Production       ,David Stanley,14,Website,Fully Meets,5,4,0,0,8,Full-Time
"Rossetti, Bruno",10065,1,5,5,3,0,53180,1,19,Production Technician I,QLD,18/03/1992,Male,Citizen,No,4/04/2016,13/08/2023,Another position,Voluntarily Terminated,Production       ,Kissy Sullivan,20,Google Search,Fully Meets,5,5,0,0,4,Full-Time
"Roup,Simon",10198,1,1,3,3,0,140920,0,13,IT Manager - DB,QLD,5/04/1978,Male,Citizen,No,20/01/2018,,N/A-StillEmployed,Active,IT/IS,Jennifer Zamora,5,Indeed,Fully Meets,3.6,5,7,0,13,Full-Time
"Ruiz, Ricardo",10222,1,5,3,3,1,148999,1,13,IT Manager - DB,QLD,4/01/1969,Male,Citizen,No,9/01/2017,4/11/2020,hours,Voluntarily Terminated,IT/IS,Jennifer Zamora,5,Diversity Job Fair,Fully Meets,4.3,4,6,0,8,Full-Time
"Saada, Adell",10126,0,1,4,3,0,86214,0,24,Software Engineer,QLD,24/07/1991,Female,Citizen,No,5/11/2017,,N/A-StillEmployed,Active,Software Engineering,Alex Sweetwater,10,Indeed,Fully Meets,4.2,3,6,0,2,Full-Time
"Saar-Beckles, Melinda",10295,0,2,5,2,1,47750,0,19,Production Technician I,QLD,6/06/1973,Female,Citizen,No,4/07/2021,,N/A-StillEmployed,Active,Production       ,Kelley Spirea,18,Diversity Job Fair,Needs Improvement,2.6,4,0,5,4,Full-Time
"Sadki, Nore  ",10260,1,5,5,3,0,46428,1,19,Production Technician I,QLD,21/12/1979,Male,Citizen,No,5/01/2014,30/07/2023,relocation out of area,Voluntarily Terminated,Production       ,Michael Albert,22,Google Search,Fully Meets,4.6,5,0,0,7,Full-Time
"Sahoo, Adil",10233,1,1,5,3,0,57975,0,20,Production Technician II,QLD,26/04/1991,Male,Citizen,No,30/08/2015,,N/A-StillEmployed,Active,Production       ,Kelley Spirea,18,CareerBuilder,Fully Meets,4.1,3,0,0,13,Full-Time
"Salter, Jason",10229,2,5,3,3,0,88527,1,9,Data Analyst,QLD,17/12/1992,Non Binary,Citizen,No,5/01/2020,31/10/2020,hours,Voluntarily Terminated,IT/IS,Simon Roup,4,LinkedIn,Fully Meets,4.2,3,5,0,2,Fixed Term Full-Time
"Sander, Kamrin",10169,0,1,5,3,0,56147,0,19,Production Technician I,QLD,10/07/1993,Female,Citizen,No,29/09/2019,,N/A-StillEmployed,Active,Production       ,Elijiah Gray,16,LinkedIn,Fully Meets,3.51,3,0,0,2,Full-Time
"Sewkumar, Nori",10071,0,3,5,3,0,50923,0,19,Production Technician I,QLD,10/03/1980,Female,Citizen,No,30/09/2018,,N/A-StillEmployed,Active,Production       ,Webster Butler,,Google Search,Fully Meets,5,5,0,0,14,Full-Time
"Shepard, Anita ",10179,0,1,3,3,0,50750,0,15,Network Engineer,QLD,14/04/1986,Female,Citizen,No,30/09/2019,,N/A-StillEmployed,Active,IT/IS,Peter Monroe,7,LinkedIn,Fully Meets,3.31,3,6,0,7,Full-Time
"Shields, Seffi",10091,0,1,5,3,0,52087,0,19,Production Technician I,QLD,24/08/1990,Female,Citizen,No,19/08/2018,,N/A-StillEmployed,Active,Production       ,Amy Dunn,11,LinkedIn,Fully Meets,4.81,4,0,0,15,Full-Time
"Simard, Kramer",10178,1,1,3,3,0,87826,0,9,Data Analyst,QLD,8/02/1975,Male,Citizen,Yes,5/01/2020,,N/A-StillEmployed,Active,IT/IS,Simon Roup,4,Employee Referral,Fully Meets,3.32,3,7,0,16,Fixed Term Part-Time
"Singh, Nan ",10039,0,1,1,3,0,51920,0,2,Administrative Assistant,QLD,19/05/1993,Female,Citizen,No,1/05/2020,,N/A-StillEmployed,Active,Admin Offices,Brandon R. LeBlanc,1,Website,Fully Meets,5,3,5,0,2,Full-Time
"Sloan, Constance",10095,0,5,5,3,0,63878,1,20,Production Technician II,QLD,25/11/1992,Female,Citizen,No,26/10/2014,8/04/2020,maternity leave - did not return,Voluntarily Terminated,Production       ,Michael Albert,22,CareerBuilder,Fully Meets,4.68,4,0,0,20,Fixed Term Full-Time
"Smith, Joe",10027,1,1,5,4,0,60656,0,20,Production Technician II,QLD,30/10/1968,Male,Citizen,No,29/09/2019,,N/A-StillEmployed,Active,Production       ,Elijiah Gray,16,Indeed,Exceeds,4.3,3,0,0,4,Full-Time
"Smith, John",10291,1,1,6,2,1,72992,0,21,Sales Manager,QLD,16/08/1989,Male,Citizen,No,18/05/2019,,N/A-StillEmployed,Active,Sales,Debra Houlihan,15,Diversity Job Fair,Needs Improvement,2.4,4,0,2,16,Full-Time
"Smith, Leigh Ann",10153,0,5,1,3,1,55000,1,2,Administrative Assistant,QLD,14/06/1992,Female,Citizen,No,26/09/2016,25/09/2018,career change,Voluntarily Terminated,Admin Offices,Brandon R. LeBlanc,1,Diversity Job Fair,Fully Meets,3.8,4,4,0,17,Full-Time
"Smith, Sade",10157,0,1,5,3,0,58939,0,19,Production Technician I,QLD,2/02/1970,Female,Citizen,No,11/11/2018,,N/A-StillEmployed,Active,Production       ,Ketsia Liebig,19,Employee Referral,Fully Meets,3.73,3,0,0,16,Full-Time
"Soto, Julia ",10119,0,1,3,3,0,66593,0,14,IT Support,QLD,12/03/1978,Female,Citizen,No,10/06/2016,,N/A-StillEmployed,Active,IT/IS,Eric Dougall,6,LinkedIn,Fully Meets,4.3,3,5,0,19,Part-Time
"Soze, Keyser",10180,1,2,3,3,0,87565,0,28,Sr. Network Engineer,QLD,9/02/1988,Male,Citizen,No,30/06/2021,,N/A-StillEmployed,Active,IT/IS,Peter Monroe,7,LinkedIn,Fully Meets,3.27,4,5,0,13,Full-Time
"Sparks, Taylor  ",10302,0,1,5,1,0,64021,0,19,Production Technician I,QLD,20/07/1973,Female,Citizen,No,20/02/2017,,N/A-StillEmployed,Active,Production       ,Brannon Miller,12,Indeed,PIP,2.4,2,1,6,20,Full-Time
"Spirea, Kelley",10090,0,1,5,3,0,65714,0,18,Production Manager,QLD,30/09/1980,Female,Citizen,No,2/10/2017,,N/A-StillEmployed,Active,Production       ,Janet King,2,LinkedIn,Fully Meets,4.83,5,0,0,15,Full-Time
"Squatrito, Kristen",10030,0,5,5,4,0,62425,1,19,Production Technician I,QLD,26/03/1978,Female,Citizen,No,13/05/2018,29/06/2020,unhappy,Voluntarily Terminated,Production       ,David Stanley,14,LinkedIn,Exceeds,4.1,4,0,0,16,Full-Time
"Stanford,Barbara  M",10278,0,1,5,3,0,47961,0,19,Production Technician I,QLD,25/08/1987,Female,Citizen,No,10/01/2016,,N/A-StillEmployed,Active,Production       ,Kissy Sullivan,20,Google Search,Fully Meets,4.1,4,0,0,9,Full-Time
"Stansfield, Norman",10307,1,1,6,1,0,58273,0,3,Area Sales Manager,NSW,9/05/1979,Male,Citizen,No,12/05/2019,,N/A-StillEmployed,Active,Sales,Lynn Daneault,21,Website,PIP,1.81,2,0,3,5,Full-Time
"Steans, Tyrone  ",10147,1,1,1,3,0,63003,0,1,Accountant I,QLD,1/09/1991,Male,Citizen,No,29/09/2019,,N/A-StillEmployed,Active,Admin Offices,Brandon R. LeBlanc,1,Indeed,Fully Meets,3.9,5,5,0,9,Full-Time
"Stoica, Rick",10266,1,1,5,3,0,61355,0,19,Production Technician I,QLD,14/03/1990,Male,Citizen,No,17/02/2019,,N/A-StillEmployed,Active,Production       ,Kelley Spirea,18,LinkedIn,Fully Meets,4.7,3,0,0,4,Full-Time
"Strong, Caitrin",10241,0,1,6,3,0,60120,0,3,Area Sales Manager,NSW,12/05/1994,Female,Citizen,No,27/09/2015,,N/A-StillEmployed,Active,Sales,John Smith,17,Indeed,Fully Meets,4.1,4,0,0,18,Full-Time
"Sullivan, Kissy ",10158,0,1,5,3,0,63682,0,18,Production Manager,QLD,28/03/1983,Female,Citizen,No,8/01/2014,,N/A-StillEmployed,Active,Production       ,Janet King,2,Indeed,Fully Meets,3.73,4,0,0,12,Full-Time
"Sullivan, Timothy",10117,1,1,5,3,0,63025,0,19,Production Technician I,QLD,7/10/1987,Male,Citizen,Yes,5/01/2020,,N/A-StillEmployed,Active,Production       ,Michael Albert,22,Google Search,Fully Meets,4.36,5,0,0,10,Full-Time
"Sutwell, Barbara",10209,0,1,5,3,0,59238,0,19,Production Technician I,QLD,15/08/1973,Female,Permanent Resident,No,14/05/2017,,N/A-StillEmployed,Active,Production       ,Elijiah Gray,16,Indeed,Fully Meets,3.4,5,0,0,13,Full-Time
"Szabo, Andrew",10024,1,1,4,4,0,92989,0,24,Software Engineer,QLD,6/05/1988,Male,Citizen,No,7/07/2019,,N/A-StillEmployed,Active,Software Engineering,Alex Sweetwater,10,LinkedIn,Exceeds,4.5,5,5,0,1,Fixed Term Full-Time
"Tannen, Biff",10173,1,1,3,3,0,90100,0,4,BI Developer,QLD,24/10/1992,Male,Citizen,No,20/04/2022,,N/A-StillEmployed,Active,IT/IS,Brian Champaigne,13,Indeed,Fully Meets,3.4,3,6,0,14,Fixed Term Full-Time
"Tavares, Desiree  ",10221,0,5,5,3,1,60754,1,19,Production Technician I,QLD,3/04/1980,Female,Work Visa,No,27/04/2014,1/04/2018,Another position,Voluntarily Terminated,Production       ,Webster Butler,39,Diversity Job Fair,Fully Meets,4.5,5,0,0,11,Full-Time
"Tejeda, Lenora ",10146,0,5,5,3,0,72202,1,20,Production Technician II,QLD,24/05/1958,Female,Citizen,No,16/05/2016,8/07/2022,Another position,Voluntarily Terminated,Production       ,Elijiah Gray,16,Google Search,Fully Meets,3.93,3,0,0,3,Full-Time
"Terry, Sharlene ",10161,0,1,6,3,0,58370,0,3,Area Sales Manager,NSW,7/05/1970,Female,Citizen,No,29/09/2019,,N/A-StillEmployed,Active,Sales,Lynn Daneault,21,Indeed,Fully Meets,3.69,3,0,0,18,Full-Time
"Theamstern, Sophia",10141,0,5,5,3,0,48413,1,19,Production Technician I,QLD,9/05/1970,Female,Citizen,No,5/07/2016,5/09/2021,return to school,Voluntarily Terminated,Production       ,Amy Dunn,11,Indeed,Fully Meets,3.98,4,0,0,1,Full-Time
"Thibaud, Kenneth",10268,1,5,5,3,0,67176,1,20,Production Technician II,QLD,16/09/1980,Male,Citizen,No,25/06/2012,30/08/2015,military,Voluntarily Terminated,Production       ,Webster Butler,39,Other,Fully Meets,4.1,4,0,0,15,Full-Time
"Tippett, Jeanette",10123,0,1,5,3,0,56339,0,19,Production Technician I,QLD,5/06/1972,Female,Citizen,No,18/02/2018,,N/A-StillEmployed,Active,Production       ,Brannon Miller,12,Indeed,Fully Meets,4.21,5,0,0,4,Full-Time
"Torrence, Jack",10013,1,1,6,4,0,64397,0,3,Area Sales Manager,NSW,15/01/1973,Male,Citizen,No,9/01/2011,,N/A-StillEmployed,Active,Sales,Lynn Daneault,21,Indeed,Exceeds,4.1,3,0,0,6,Full-Time
"Trang, Mei",10287,0,1,5,2,0,63025,0,19,Production Technician I,QLD,16/05/1988,Female,Citizen,No,17/02/2019,,N/A-StillEmployed,Active,Production       ,David Stanley,14,LinkedIn,Needs Improvement,2.44,5,0,4,18,Full-Time
"Tredinnick, Neville ",10044,1,5,3,3,0,75281,1,15,Network Engineer,QLD,5/05/1993,Male,Citizen,No,5/01/2020,12/02/2021,medical issues,Voluntarily Terminated,IT/IS,Peter Monroe,7,CareerBuilder,Fully Meets,5,3,5,0,11,Full-Time
"True, Edward",10102,1,5,4,3,1,100416,1,24,Software Engineer,QLD,14/06/1988,Male,Work Visa,No,18/02/2018,15/04/2023,medical issues,Voluntarily Terminated,Software Engineering,Alex Sweetwater,10,Diversity Job Fair,Fully Meets,4.6,3,4,0,9,Full-Time
"Trzeciak, Cybil",10270,0,5,5,3,0,74813,1,20,Production Technician II,QLD,15/03/1990,Female,Citizen,No,10/01/2016,2/07/2019,unhappy,Voluntarily Terminated,Production       ,Amy Dunn,11,LinkedIn,Fully Meets,4.4,3,0,0,5,Full-Time
"Turpin, Jumil",10045,1,1,3,3,0,76029,0,15,Network Engineer,QLD,31/03/1974,Male,Permanent Resident,No,30/03/2020,,N/A-StillEmployed,Active,IT/IS,Peter Monroe,7,Employee Referral,Fully Meets,5,4,7,0,8,Full-Time
"Valentin,Jackie",10205,0,1,6,3,0,57859,0,3,Area Sales Manager,NSW,23/05/1996,Female,Citizen,No,5/07/2016,,N/A-StillEmployed,Active,Sales,John Smith,17,Indeed,Fully Meets,2.81,3,0,0,16,Full-Time
"Veera, Abdellah ",10014,1,5,5,4,0,58523,1,19,Production Technician I,QLD,31/01/1992,Male,Citizen,No,13/08/2017,5/02/2021,maternity leave - did not return,Voluntarily Terminated,Production       ,Kissy Sullivan,20,LinkedIn,Exceeds,4.5,5,0,0,15,Full-Time
"Vega, Vincent",10144,1,1,5,3,0,88976,0,17,Production Manager,QLD,10/10/1973,Male,Citizen,No,1/08/2016,,N/A-StillEmployed,Active,Production       ,Janet King,2,Employee Referral,Fully Meets,3.93,3,0,0,19,Full-Time
"Villanueva, Noah",10253,1,1,6,3,0,55875,0,3,Area Sales Manager,NSW,11/07/1994,Male,Citizen,No,5/03/2017,,N/A-StillEmployed,Active,Sales,John Smith,17,Website,Fully Meets,4.5,4,0,0,11,Full-Time
"Voldemort, Lord",10118,1,4,3,3,0,113999,1,8,Database Administrator,QLD,7/08/1991,Male,Citizen,No,16/02/2020,22/02/2022,"no-call, no-show",Terminated for Cause,IT/IS,Simon Roup,4,Employee Referral,Fully Meets,4.33,3,7,0,9,Full-Time
"Volk, Colleen",10022,0,4,5,4,0,49773,1,19,Production Technician I,QLD,3/06/1991,Female,Citizen,No,26/09/2016,8/02/2021,gross misconduct,Terminated for Cause,Production       ,Kelley Spirea,18,Google Search,Exceeds,4.3,5,0,0,18,Full-Time
"Von Massenbach, Anna",10183,0,2,5,3,0,62068,0,19,Production Technician I,QLD,6/04/1990,Female,Citizen,No,5/07/2020,,N/A-StillEmployed,Active,Production       ,Michael Albert,22,LinkedIn,Fully Meets,3.21,3,0,0,7,Full-Time
"Walker, Roger",10190,1,1,5,3,0,66541,0,20,Production Technician II,QLD,10/02/1981,Male,Citizen,No,18/08/2019,,N/A-StillEmployed,Active,Production       ,Ketsia Liebig,19,Employee Referral,Fully Meets,3.11,5,0,0,4,Full-Time
"Wallace, Courtney  E",10274,0,5,5,3,1,80512,1,18,Production Manager,QLD,14/11/1960,Female,Citizen,No,26/09/2016,2/01/2017,Another position,Voluntarily Terminated,Production       ,Janet King,2,Diversity Job Fair,Fully Meets,4.5,3,0,0,5,Full-Time
"Wallace, Theresa",10293,0,5,5,2,0,50274,1,19,Production Technician I,QLD,2/08/1985,Female,Citizen,No,13/08/2017,1/09/2020,career change,Voluntarily Terminated,Production       ,Elijiah Gray,16,CareerBuilder,Needs Improvement,2.5,3,0,6,13,Full-Time
"Wang, Charlie",10172,1,1,3,3,0,84903,0,22,Senior BI Developer,QLD,8/07/1986,Male,Citizen,No,15/02/2022,,N/A-StillEmployed,Active,IT/IS,Brian Champaigne,13,Indeed,Fully Meets,3.42,4,7,0,17,Full-Time
"Warfield, Sarah",10127,0,1,3,3,0,107226,0,28,Sr. Network Engineer,QLD,2/05/1983,Female,Citizen,No,30/03/2020,,N/A-StillEmployed,Active,IT/IS,Peter Monroe,7,Employee Referral,Fully Meets,4.2,4,8,0,7,Full-Time
"Whittier, Scott",10072,1,5,5,3,0,58371,1,19,Production Technician I,QLD,24/05/1992,Male,Citizen,Yes,10/01/2016,15/05/2019,hours,Voluntarily Terminated,Production       ,Webster Butler,39,LinkedIn,Fully Meets,5,5,0,0,11,Casual 
"Wilber, Barry",10048,1,5,5,3,0,55140,1,19,Production Technician I,QLD,9/09/1970,Male,Permanent Resident,No,16/05/2016,7/09/2020,unhappy,Voluntarily Terminated,Production       ,Amy Dunn,11,Website,Fully Meets,5,3,0,0,7,Casual 
"Wilkes, Annie",10204,0,5,5,3,0,58062,1,19,Production Technician I,QLD,30/07/1988,Female,Citizen,No,10/01/2016,14/05/2017,Another position,Voluntarily Terminated,Production       ,Ketsia Liebig,19,Google Search,Fully Meets,3.6,5,0,0,9,Casual 
"Williams, Jacquelyn  ",10264,0,5,5,3,1,59728,1,19,Production Technician I,QLD,2/10/1974,Female,Citizen,Yes,9/01/2017,27/06/2020,relocation out of area,Voluntarily Terminated,Production       ,Ketsia Liebig,19,Diversity Job Fair,Fully Meets,4.3,4,0,0,16,Full-Time
"Winthrop, Jordan  ",10033,1,5,5,4,0,70507,1,20,Production Technician II,QLD,7/11/1963,Male,Citizen,No,7/01/2018,21/02/2021,retiring,Voluntarily Terminated,Production       ,Brannon Miller,12,LinkedIn,Exceeds,5,3,0,0,7,Full-Time
"Wolk, Hang  T",10174,0,1,5,3,0,60446,0,20,Production Technician II,QLD,20/04/1990,Female,Citizen,No,29/09/2019,,N/A-StillEmployed,Active,Production       ,David Stanley,14,LinkedIn,Fully Meets,3.4,4,0,0,14,Full-Time
"Woodson, Jason",10135,1,1,5,3,0,65893,0,20,Production Technician II,QLD,11/05/1990,Male,Citizen,No,7/07/2019,,N/A-StillEmployed,Active,Production       ,Kissy Sullivan,20,LinkedIn,Fully Meets,4.07,4,0,0,13,Full-Time
"Ybarra, Catherine ",10301,2,5,5,1,0,48513,1,19,Production Technician I,QLD,4/05/1987,Non Binary,Citizen,No,2/09/2013,29/09/2020,Another position,Voluntarily Terminated,Production       ,Brannon Miller,12,Google Search,PIP,3.2,2,0,5,4,Full-Time
"Zamora, Jennifer",10010,0,1,3,4,0,220450,0,6,CIO,QLD,30/08/1984,Female,Citizen,No,10/04/2015,,N/A-StillEmployed,Active,IT/IS,Janet King,2,Employee Referral,Exceeds,4.6,5,6,0,16,Fixed Term Full-Time
"Zhou, Julia",10043,0,1,3,3,0,89292,0,9,Data Analyst,QLD,24/02/1984,Female,Citizen,No,30/03/2020,,N/A-StillEmployed,Active,IT/IS,Simon Roup,4,Employee Referral,Fully Meets,5,3,5,0,11,Full-Time
"Zima, Colleen",10271,0,1,5,3,0,45046,0,19,Production Technician I,QLD,17/08/1983,Female,Citizen,No,29/09/2019,,N/A-StillEmployed,Active,Production       ,David Stanley,14,LinkedIn,Fully Meets,4.5,5,0,0,2,Full-Time
